Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
gymnodinium catenatum,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,29,29,P001;P007;P038;P048;P049;P055;P056;P057;P060;P061;P065;P079;P081;P103;P106;P128;P129;P168;P185;P195;P196;P202;P203;P204;P207;P208;P212;P222;P238,2003;2004;2005;2008;2014;2015;2016;2018;2022;2023;2024;2025;2026,"('gymnodinium catenatum', 'paralytic shellfish toxins')"
alexandrium,alexandrium catenella,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,28,28,P005;P016;P020;P023;P053;P069;P082;P087;P091;P105;P114;P116;P130;P136;P140;P141;P142;P144;P155;P157;P161;P200;P215;P228;P231;P232;P233;P236,1998;2006;2010;2011;2013;2014;2017;2018;2019;2021;2022;2023;2024;2025,"('alexandrium', 'alexandrium catenella')"
alexandrium,biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,28,25,P003;P005;P009;P068;P070;P074;P077;P082;P084;P089;P090;P095;P097;P098;P115;P116;P120;P128;P139;P141;P142;P151;P169;P214;P215,2013;2014;2015;2016;2017;2018;2020;2021;2022;2023;2024;2025,"('alexandrium', 'biosynthesis')"
alexandrium,temperature,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,28,24,P003;P042;P054;P068;P073;P077;P080;P082;P083;P084;P085;P087;P093;P102;P104;P105;P146;P157;P169;P189;P201;P221;P236;P237,1999;2000;2005;2006;2010;2012;2015;2017;2019;2020;2021;2022;2023;2024;2025,"('alexandrium', 'temperature')"
toxin content,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,28,13,P041;P042;P058;P087;P090;P103;P106;P110;P111;P188;P189;P205;P217,1990;2001;2006;2010;2012;2014;2015;2016;2022,"('toxin content', 'toxin profile')"
alexandrium,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,27,27,P005;P023;P041;P043;P068;P069;P070;P080;P090;P092;P093;P095;P097;P098;P107;P108;P110;P111;P114;P115;P133;P134;P139;P188;P190;P214;P241,1990;2000;2001;2004;2006;2007;2009;2011;2012;2014;2015;2016;2020;2021;2022;2023;2024;2025,"('alexandrium', 'toxin production')"
dinoflagellates,toxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,27,27,P006;P007;P011;P038;P043;P068;P069;P070;P078;P080;P086;P090;P092;P093;P095;P096;P097;P098;P108;P111;P123;P134;P139;P168;P185;P190;P216,1994;1999;2000;2001;2004;2006;2012;2015;2016;2020;2021;2022;2023;2024;2025,"('dinoflagellates', 'toxin production')"
paralytic shellfish poisoning,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,27,27,P037;P038;P044;P046;P050;P053;P054;P057;P058;P059;P063;P090;P103;P107;P184;P185;P191;P193;P197;P200;P201;P204;P205;P206;P210;P221;P222,1996;2003;2005;2006;2007;2008;2012;2014;2015;2016;2017;2022,"('paralytic shellfish poisoning', 'toxin profile')"
paralytic shellfish poisoning,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,27,27,P037;P038;P044;P046;P050;P053;P054;P057;P058;P059;P063;P090;P103;P107;P184;P185;P191;P193;P197;P200;P201;P204;P205;P206;P210;P221;P222,1996;2003;2005;2006;2007;2008;2012;2014;2015;2016;2017;2022,"('paralytic shellfish poisoning', 'toxin profile')"
alexandrium,alexandrium catenella,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,26,26,P005;P016;P020;P023;P053;P069;P082;P091;P105;P114;P130;P136;P140;P141;P142;P144;P155;P157;P161;P200;P215;P228;P231;P232;P233;P236,1998;2006;2011;2013;2014;2017;2018;2019;2021;2022;2023;2024;2025,"('alexandrium', 'alexandrium catenella')"
alexandrium,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,26,26,P002;P003;P004;P005;P009;P013;P031;P068;P070;P078;P082;P084;P089;P095;P097;P098;P099;P115;P119;P120;P128;P130;P139;P142;P151;P215,1999;2013;2014;2015;2016;2018;2020;2021;2022;2023;2024;2025,"('alexandrium', 'saxitoxin biosynthesis')"
dinoflagellates,gymnodinium catenatum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,26,26,P002;P023;P038;P048;P055;P057;P061;P066;P079;P081;P103;P119;P128;P129;P137;P178;P185;P195;P202;P204;P208;P213;P222;P233;P234;P238,2003;2004;2007;2010;2011;2014;2015;2016;2018;2022;2023;2024;2025,"('dinoflagellates', 'gymnodinium catenatum')"
dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,26,26,P001;P002;P003;P004;P005;P009;P010;P013;P068;P070;P078;P082;P084;P095;P097;P098;P099;P115;P117;P120;P128;P139;P142;P166;P171;P215,1999;2013;2014;2016;2018;2020;2021;2022;2023;2024;2025;2026,"('dinoflagellates', 'saxitoxin biosynthesis')"
gymnodinium,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,26,26,P001;P002;P007;P049;P055;P057;P060;P061;P066;P079;P103;P104;P106;P123;P128;P129;P135;P137;P196;P202;P204;P207;P208;P213;P222;P238,2003;2004;2008;2012;2014;2015;2016;2018;2020;2021;2022;2024;2025;2026,"('gymnodinium', 'saxitoxin')"
gymnodinium catenatum,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,26,26,P007;P038;P048;P049;P055;P056;P057;P060;P061;P065;P079;P081;P103;P106;P128;P129;P168;P185;P195;P196;P202;P203;P204;P207;P208;P212,2004;2005;2008;2014;2015;2016;2018;2022;2023;2024;2025,"('gymnodinium catenatum', 'paralytic shellfish toxins')"
gymnodinium catenatum,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,26,26,P002;P007;P023;P049;P055;P057;P060;P061;P066;P079;P103;P106;P119;P120;P128;P129;P135;P137;P196;P202;P204;P207;P208;P213;P222;P238,2003;2004;2008;2011;2013;2014;2015;2016;2018;2021;2022;2024;2025,"('gymnodinium catenatum', 'saxitoxin')"
dinoflagellates,nitrogen,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,26,25,P038;P041;P074;P076;P079;P084;P088;P089;P090;P091;P092;P093;P095;P096;P099;P107;P108;P109;P112;P136;P139;P185;P188;P214;P237,1990;2000;2004;2006;2007;2011;2012;2014;2016;2018;2019;2021;2022;2023;2024;2025,"('dinoflagellates', 'nitrogen')"
toxin composition,toxin content,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,26,10,P041;P042;P078;P086;P087;P090;P092;P110;P188;P189,1990;1994;1999;2004;2006;2010;2012;2016,"('toxin composition', 'toxin content')"
alexandrium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,25,25,P012;P033;P042;P043;P045;P054;P068;P090;P095;P111;P114;P128;P134;P138;P139;P140;P141;P151;P157;P189;P190;P192;P201;P214;P232,2001;2006;2013;2014;2015;2016;2017;2018;2020;2021;2022;2023;2025,"('alexandrium', 'paralytic shellfish toxins')"
alexandrium,sxta,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,25,25,P002;P004;P007;P008;P012;P013;P023;P031;P068;P082;P097;P116;P119;P120;P121;P123;P128;P130;P143;P144;P151;P214;P215;P216;P217,2011;2012;2013;2014;2015;2016;2018;2020;2021;2022;2024;2025,"('alexandrium', 'sxta')"
gonyautoxins,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,25,25,P029;P032;P042;P043;P049;P050;P053;P055;P057;P058;P064;P080;P100;P125;P189;P190;P196;P197;P200;P202;P204;P205;P211;P214;P241,2005;2006;2009;2012;2014;2015;2016;2018;2020;2022,"('gonyautoxins', 'paralytic shellfish toxins')"
gymnodinium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,25,25,P001;P038;P048;P049;P055;P056;P057;P060;P065;P079;P081;P103;P106;P128;P129;P168;P180;P185;P195;P196;P202;P203;P204;P207;P212,2004;2005;2008;2010;2014;2015;2018;2022;2023;2024;2025;2026,"('gymnodinium', 'paralytic shellfish toxins')"
paralytic shellfish toxins,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,25,25,P001;P007;P038;P043;P068;P071;P080;P081;P083;P090;P095;P096;P101;P107;P111;P114;P133;P134;P139;P168;P185;P190;P214;P216;P241,2001;2004;2007;2009;2014;2015;2016;2020;2021;2022;2023;2024;2025;2026,"('paralytic shellfish toxins', 'toxin production')"
saxitoxin,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,25,25,P004;P006;P007;P008;P009;P010;P012;P023;P031;P068;P074;P082;P084;P097;P116;P123;P127;P128;P130;P131;P159;P214;P215;P216;P220,2011;2012;2014;2015;2016;2018;2020;2021;2022;2023;2024;2025;2026,"('saxitoxin', 'sxta')"
saxitoxin,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,25,25,P006;P007;P011;P043;P068;P070;P078;P080;P083;P086;P095;P096;P097;P098;P099;P107;P111;P123;P133;P139;P190;P214;P216;P220;P241,1994;1999;2001;2004;2007;2009;2012;2014;2015;2016;2020;2021;2023;2024;2025,"('saxitoxin', 'toxin production')"
saxitoxin,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,25,21,P003;P040;P042;P054;P068;P077;P078;P080;P082;P084;P086;P087;P102;P104;P146;P157;P169;P187;P189;P201;P237,1994;1999;2006;2010;2012;2015;2017;2020;2021;2022;2023;2024;2025,"('saxitoxin', 'temperature')"
paralytic shellfish toxins,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,25,15,P038;P042;P045;P046;P053;P055;P087;P090;P185;P189;P192;P193;P200;P202;P222,1996;2003;2006;2010;2015;2016;2021;2022,"('paralytic shellfish toxins', 'toxin composition')"
dinoflagellates,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,24,24,P002;P003;P028;P057;P084;P096;P099;P105;P116;P117;P118;P122;P127;P159;P166;P167;P169;P173;P174;P176;P180;P182;P204;P240,1992;2002;2007;2008;2009;2010;2013;2014;2015;2016;2018;2019;2020;2022;2023;2024;2025;2026,"('dinoflagellates', 'paralytic shellfish poisoning')"
dinoflagellates,sxta,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,24,24,P004;P006;P007;P008;P012;P023;P068;P082;P089;P097;P099;P116;P119;P122;P127;P128;P131;P143;P159;P214;P215;P216;P217;P220,2009;2011;2014;2015;2016;2018;2021;2022;2024;2025,"('dinoflagellates', 'sxta')"
gonyautoxins,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,24,24,P029;P032;P041;P042;P043;P049;P053;P055;P057;P058;P078;P080;P086;P125;P188;P189;P190;P196;P200;P202;P204;P205;P214;P241,1990;1994;1999;2006;2009;2014;2015;2016;2018;2020;2022,"('gonyautoxins', 'saxitoxin')"
gymnodinium catenatum,paralytic shellfish toxins,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,24,24,P001;P038;P048;P049;P055;P056;P057;P060;P065;P079;P081;P103;P106;P128;P129;P168;P185;P195;P196;P202;P203;P204;P207;P212,2004;2005;2008;2014;2015;2018;2022;2023;2024;2025;2026,"('gymnodinium catenatum', 'paralytic shellfish toxins')"
alexandrium,nitrogen,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,24,23,P041;P074;P076;P083;P084;P087;P088;P089;P090;P092;P093;P095;P096;P099;P107;P108;P109;P110;P113;P139;P188;P214;P237,1990;2000;2004;2006;2007;2010;2011;2012;2014;2016;2021;2023;2024,"('alexandrium', 'nitrogen')"
alexandrium,alexandrium minutum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,23,23,P051;P063;P070;P073;P085;P088;P089;P093;P098;P099;P101;P107;P120;P121;P134;P135;P143;P198;P210;P214;P216;P217;P222,2000;2003;2007;2008;2011;2012;2013;2014;2015;2016;2021;2022;2023;2024;2025;2026,"('alexandrium', 'alexandrium minutum')"
alexandrium,alexandrium minutum,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,23,23,P051;P063;P070;P073;P085;P088;P089;P093;P098;P099;P101;P107;P120;P134;P135;P143;P198;P210;P214;P216;P217;P222;P230,2000;2003;2007;2008;2012;2013;2014;2015;2016;2021;2022;2023;2024;2025;2026,"('alexandrium', 'alexandrium minutum')"
dinoflagellates,producing dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,23,23,P007;P009;P013;P041;P043;P058;P070;P095;P098;P104;P118;P119;P121;P128;P136;P139;P143;P171;P180;P188;P190;P205;P216,1990;2010;2011;2013;2015;2016;2018;2019;2020;2021;2023;2024;2025,"('dinoflagellates', 'producing dinoflagellates')"
dinoflagellates,toxic dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,23,23,P004;P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P086;P093;P116;P136;P141;P142;P159;P169;P200;P201;P211;P237,1994;2000;2005;2006;2012;2013;2015;2017;2019;2021;2022;2023;2024,"('dinoflagellates', 'toxic dinoflagellate')"
dinoflagellates,toxin profile,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,23,23,P024;P038;P041;P053;P055;P061;P068;P077;P082;P090;P093;P107;P111;P134;P178;P185;P188;P200;P202;P208;P217;P221;P222,1990;2000;2001;2003;2004;2005;2006;2007;2010;2015;2016;2021;2022;2025,"('dinoflagellates', 'toxin profile')"
gymnodinium catenatum,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,23,23,P002;P007;P049;P055;P057;P060;P061;P066;P079;P103;P106;P128;P129;P135;P137;P196;P202;P204;P207;P208;P213;P222;P238,2003;2004;2008;2014;2015;2016;2018;2021;2022;2024;2025,"('gymnodinium catenatum', 'saxitoxin')"
producing dinoflagellates,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,23,23,P007;P009;P013;P041;P043;P058;P070;P095;P098;P104;P118;P119;P121;P128;P136;P139;P143;P171;P180;P188;P190;P205;P216,1990;2010;2011;2013;2015;2016;2018;2019;2020;2021;2023;2024;2025,"('producing dinoflagellates', 'saxitoxin')"
alexandrium,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,23,20,P041;P042;P047;P058;P078;P087;P090;P091;P092;P108;P110;P111;P113;P188;P189;P194;P205;P214;P216;P217,1990;1999;2000;2001;2004;2006;2010;2012;2014;2015;2016;2018;2021,"('alexandrium', 'toxin content')"
biosynthesis,dinoflagellates,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,23,20,P001;P002;P003;P007;P009;P010;P067;P070;P084;P098;P099;P115;P116;P117;P119;P122;P166;P167;P169;P171,2009;2013;2015;2016;2020;2022;2023;2024;2025;2026,"('biosynthesis', 'dinoflagellates')"
alexandrium,alexandrium catenella,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,22,22,P005;P016;P023;P042;P053;P069;P082;P084;P114;P115;P116;P136;P140;P141;P142;P157;P169;P189;P200;P215;P232;P236,2006;2011;2014;2017;2019;2021;2022;2023;2024;2025,"('alexandrium', 'alexandrium catenella')"
alexandrium,toxic dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,22,22,P004;P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P159;P169;P200;P201;P211;P237,2000;2005;2006;2012;2013;2015;2017;2019;2021;2022;2023;2024,"('alexandrium', 'toxic dinoflagellate')"
alexandrium,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,22,22,P043;P068;P069;P070;P080;P090;P092;P093;P095;P097;P098;P107;P108;P110;P111;P114;P133;P134;P139;P190;P214;P241,2000;2001;2004;2006;2007;2009;2012;2014;2015;2016;2020;2021;2022;2023;2025,"('alexandrium', 'toxin production')"
alexandrium catenella,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,22,22,P005;P016;P023;P053;P069;P082;P091;P105;P114;P116;P136;P140;P141;P142;P155;P157;P200;P215;P228;P232;P233;P236,2006;2011;2014;2017;2018;2019;2021;2022;2023;2024;2025,"('alexandrium catenella', 'dinoflagellates')"
alexandrium tamarense,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,22,22,P033;P042;P044;P046;P047;P054;P064;P087;P090;P100;P111;P138;P146;P151;P189;P191;P193;P194;P201;P211;P238;P241,1996;1999;2001;2004;2005;2006;2009;2010;2013;2014;2015;2016;2017,"('alexandrium tamarense', 'paralytic shellfish toxins')"
alexandrium,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,22,18,P003;P042;P054;P068;P073;P077;P080;P082;P084;P085;P093;P157;P169;P189;P201;P221;P236;P237,2000;2005;2006;2012;2015;2017;2021;2022;2023;2024;2025,"('alexandrium', 'temperature')"
toxin content,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,22,11,P041;P078;P086;P090;P092;P108;P110;P111;P188;P214;P216,1990;1994;1999;2001;2004;2006;2012;2014;2016;2021,"('toxin content', 'toxin production')"
alexandrium,alexandrium tamarense,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,21,21,P003;P023;P033;P042;P054;P064;P076;P090;P092;P108;P109;P110;P111;P138;P151;P189;P201;P211;P221;P236;P241,2001;2004;2005;2006;2009;2011;2012;2013;2015;2016;2017;2023,"('alexandrium', 'alexandrium tamarense')"
alexandrium,producing dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,21,21,P007;P009;P013;P041;P043;P058;P070;P095;P098;P104;P119;P121;P128;P136;P139;P143;P180;P188;P190;P205;P216,1990;2010;2011;2015;2016;2018;2019;2020;2021;2023;2024;2025,"('alexandrium', 'producing dinoflagellates')"
alexandrium,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,21,21,P003;P004;P005;P009;P031;P068;P070;P082;P084;P089;P095;P097;P098;P099;P115;P128;P130;P139;P142;P151;P215,2014;2015;2016;2018;2020;2021;2022;2023;2024;2025,"('alexandrium', 'saxitoxin biosynthesis')"
alexandrium,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,21,21,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P159;P169;P200;P201;P211;P237,2000;2005;2006;2012;2013;2015;2017;2019;2021;2022;2023;2024,"('alexandrium', 'toxic dinoflagellate')"
dinoflagellates,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,21,21,P012;P015;P022;P023;P043;P088;P089;P099;P119;P122;P124;P125;P132;P138;P143;P167;P179;P180;P190;P216;P239,2006;2008;2009;2010;2011;2013;2014;2015;2016;2018;2019;2020;2021;2023;2024;2025,"('dinoflagellates', 'saxitoxin')"
saxitoxin biosynthesis,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TOXIN_PHENOTYPE,21,21,P001;P002;P004;P005;P009;P010;P013;P031;P068;P082;P084;P089;P097;P099;P115;P119;P120;P128;P130;P151;P215,2013;2014;2015;2016;2018;2020;2021;2022;2023;2024;2025;2026,"('saxitoxin biosynthesis', 'sxta')"
saxitoxin,toxin content,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,21,16,P041;P042;P058;P067;P078;P079;P086;P087;P103;P106;P111;P188;P189;P205;P214;P216,1990;1994;1999;2001;2006;2010;2014;2015;2021;2022;2024;2026,"('saxitoxin', 'toxin content')"
alexandrium,alexandrium spp,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,20,20,P002;P004;P007;P011;P039;P045;P082;P110;P115;P128;P148;P159;P160;P168;P186;P192;P216;P224;P230;P237,2012;2014;2015;2016;2018;2020;2021;2022;2024;2025,"('alexandrium', 'alexandrium spp')"
alexandrium,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,20,20,P041;P042;P047;P058;P078;P087;P090;P091;P092;P108;P110;P111;P113;P188;P189;P194;P205;P214;P216;P217,1990;1999;2000;2001;2004;2006;2010;2012;2014;2015;2016;2018;2021,"('alexandrium', 'toxin content')"
dinoflagellates,gonyautoxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,20,20,P041;P043;P053;P055;P057;P058;P064;P078;P080;P086;P093;P125;P188;P190;P200;P202;P204;P205;P211;P214,1990;1994;1999;2000;2005;2006;2014;2015;2018;2020,"('dinoflagellates', 'gonyautoxins')"
dinoflagellates,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,20,20,P024;P028;P030;P033;P040;P048;P052;P061;P067;P081;P102;P105;P114;P157;P176;P187;P195;P199;P208;P217,2004;2012;2013;2014;2015;2017;2018;2019;2020;2021;2022;2023;2026,"('dinoflagellates', 'paralytic shellfish toxins')"
alexandrium,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,20,19,P041;P074;P076;P084;P088;P089;P090;P092;P093;P095;P107;P108;P109;P110;P136;P139;P188;P214;P237,1990;2000;2004;2006;2007;2011;2012;2014;2016;2019;2021;2023,"('alexandrium', 'nitrogen')"
biosynthesis,sxta,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,20,18,P004;P007;P009;P031;P068;P082;P084;P089;P097;P099;P116;P122;P128;P130;P131;P151;P214;P215,2009;2014;2015;2016;2018;2020;2021;2022;2023;2024;2025,"('biosynthesis', 'sxta')"
paralytic shellfish toxins,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,20,18,P038;P040;P042;P054;P068;P079;P080;P083;P087;P102;P105;P106;P146;P157;P185;P187;P189;P201,1999;2006;2010;2014;2015;2017;2019;2022;2024;2025,"('paralytic shellfish toxins', 'temperature')"
toxin production,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,20,11,P038;P041;P068;P090;P093;P107;P110;P111;P134;P185;P188,1990;2000;2001;2007;2012;2016;2022;2025,"('toxin production', 'toxin profile')"
alexandrium,alexandrium pacificum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,19,19,P003;P009;P013;P031;P068;P071;P074;P077;P090;P095;P097;P139;P142;P151;P216;P229;P232;P233;P236,2015;2016;2017;2020;2021;2022;2023;2024;2025,"('alexandrium', 'alexandrium pacificum')"
alexandrium,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,19,19,P005;P009;P012;P023;P068;P074;P077;P082;P084;P089;P097;P115;P116;P120;P128;P151;P159;P214;P215,2011;2013;2014;2015;2018;2020;2021;2022;2023;2024;2025,"('alexandrium', 'sxta')"
alexandrium,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('alexandrium', 'toxic dinoflagellate alexandrium')"
alexandrium,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('alexandrium', 'toxic dinoflagellate alexandrium')"
alexandrium catenella,dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,19,19,P005;P016;P023;P053;P082;P105;P114;P127;P140;P141;P142;P155;P157;P200;P215;P228;P232;P233;P236,2006;2011;2014;2017;2019;2021;2022;2023;2024,"('alexandrium catenella', 'dinoflagellates')"
alexandrium minutum,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,19,19,P070;P073;P085;P088;P089;P093;P098;P099;P101;P107;P120;P134;P135;P143;P214;P216;P217;P222;P230,2000;2003;2007;2013;2014;2015;2016;2021;2022;2023;2024;2025;2026,"('alexandrium minutum', 'dinoflagellates')"
alexandrium tamarense,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,19,19,P003;P004;P023;P033;P064;P076;P090;P092;P094;P108;P109;P111;P127;P138;P146;P211;P221;P236;P238,1999;2001;2003;2004;2005;2006;2011;2013;2014;2016;2017;2022;2023,"('alexandrium tamarense', 'dinoflagellates')"
cyanobacteria,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,19,19,P002;P003;P004;P005;P099;P115;P116;P117;P120;P121;P124;P125;P132;P138;P166;P167;P171;P179;P180,2008;2010;2011;2013;2016;2018;2020;2022;2023;2024;2025;2026,"('cyanobacteria', 'saxitoxin')"
dinoflagellates,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,19,19,P004;P006;P007;P040;P072;P075;P086;P119;P123;P128;P131;P154;P168;P180;P187;P217;P220;P234;P239,1994;2006;2007;2010;2012;2015;2016;2017;2018;2020;2021;2022;2024;2025,"('dinoflagellates', 'pyrodinium')"
dinoflagellates,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('dinoflagellates', 'toxic dinoflagellate alexandrium')"
gymnodinium catenatum,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,19,19,P002;P037;P038;P048;P057;P060;P066;P081;P103;P184;P185;P195;P204;P207;P213;P222;P233;P234;P238,2003;2004;2007;2008;2014;2015;2022;2023;2025,"('gymnodinium catenatum', 'paralytic shellfish poisoning')"
toxic dinoflagellate,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('toxic dinoflagellate', 'toxic dinoflagellate alexandrium')"
alexandrium,gonyautoxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,19,18,P041;P042;P043;P053;P058;P064;P078;P080;P093;P100;P188;P189;P190;P200;P205;P211;P214;P241,1990;1999;2000;2005;2006;2009;2014;2015;2020,"('alexandrium', 'gonyautoxins')"
