Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacteria,CYANO_TAXON,nutrients,ENV_FACTOR,semantic_hypothesis,326.1176242908964,92.0,32,5,8.170752443955642,0.4776119402985074,2268,63,36,dinoflagellate; alexandrium; saxitoxin; toxicity; bloom; toxin_production; paralytic_shellfish_toxins; alexandrium_catenella; nitrogen; paralytic_shellfish_poisoning; regulation; dinoflagellates; nutrient; gymnodinium; pyrodinium; alexandrium_fundyense; light; expression; alexandrium_tamarense; alexandrium_minutum,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,nitrate,ENV_FACTOR,semantic_hypothesis,319.3385035792777,97.0,26,6,6.465861959130365,0.4406779661016949,1776,48,37,alexandrium; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; saxitoxin; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; gonyautoxin; toxin_production; alexandrium_fundyense; gtx; alexandrium_minutum; nutrient; nutrients; hplc; pyrodinium; alexandrium_catenella; light,DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,317.0017539131524,86.0,30,7,7.619924575623814,0.4761904761904761,2052,57,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; biosynthesis; sxta; gymnodinium; paralytic_shellfish_toxins; cyanobacteria; gymnodinium_catenatum; pyrodinium; evolution; phylogenetic; sxtg; hplc; gonyautoxin; gtx; saxitoxin_biosynthesis; bloom,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,evolution,BIOLOGICAL_PROCESS,semantic_hypothesis,307.4588166185728,93.0,25,6,6.180227981417547,0.4098360655737705,1848,44,42,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; saxitoxin_biosynthesis; regulation; toxicity; biosynthesis; gymnodinium; pyrodinium; alexandrium_catenella; mouse_bioassay; alexandrium_tamarense; alexandrium_minutum; toxin_production; gymnodinium_catenatum; hplc; alexandrium_fundyense,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,nitrate,ENV_FACTOR,semantic_hypothesis,307.2223300769296,99.0,23,5,5.756326328787392,0.3709677419354839,1776,48,37,alexandrium; dinoflagellate; paralytic_shellfish_toxins; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_tamarense; nutrient; paralytic_shellfish_poisoning; toxin_production; bloom; light; regulation; alexandrium_fundyense; nitrogen; nutrients; phosphorus; gonyautoxin; alexandrium_catenella; warming,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
toxin_production,BIOLOGICAL_PROCESS,anabaena,CYANO_TAXON,semantic_hypothesis,304.62822466372705,78.0,31,7,7.892237331863515,0.484375,2124,59,36,saxitoxin; alexandrium; dinoflagellates; paralytic_shellfish_toxins; dinoflagellate; alexandrium_tamarense; cyanobacteria; hplc; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; bloom; sxta; expression; evolution; cyanobacterium; phylogenetic; gymnodinium; pyrodinium; gonyautoxin,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,304.5473381185205,89.0,26,6,6.507711612451731,0.5531914893617021,1332,37,36,alexandrium; dinoflagellate; dinoflagellates; saxitoxin; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; gonyautoxin; hplc; nitrogen; alexandrium_minutum; nutrient; phosphorus; alexandrium_fundyense; pyrodinium; alexandrium_catenella; pyrodinium_bahamense; warming,DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; TOXIN; DETECTION_METHOD; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,phosphorus,ENV_FACTOR,semantic_hypothesis,303.51258038971406,87.0,27,6,6.801744740311564,0.4909090909090909,1581,51,31,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; alexandrium_minutum; nutrient; toxin_production; dinoflagellates; nitrogen; regulation; alexandrium_tamarense; nutrients; alexandrium_fundyense; gonyautoxin; bloom; expression; saxitoxin; nitrate; toxicity; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium,DINO_TAXON,toxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,302.94375782168447,77.0,31,7,7.930895304284858,0.5081967213114754,2100,50,42,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; nutrient; toxin_production; saxitoxin; paralytic_shellfish_poisoning; toxicity; biosynthesis; cyanobacteria; saxitoxin_biosynthesis; sxta; cyanobacterial; alexandrium_minutum; temperature; sxt_genes; anabaena; bloom; alexandrium_catenella,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; CYANO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,300.8110160433898,85.0,26,7,6.405508021694915,0.5,1512,42,36,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxicity; gymnodinium; pyrodinium; alexandrium_catenella; sxta; alexandrium_tamarense; alexandrium_minutum; hplc; gymnodinium_catenatum; alexandrium_fundyense; bloom; nitrogen; expression; pyrodinium_bahamense,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,300.5551069694791,82.0,29,6,7.43884380732017,0.4677419354838709,2058,49,42,alexandrium; saxitoxin; dinoflagellate; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_fundyense; toxicity; biosynthesis; cyanobacteria; toxin_production; phosphate; expression; regulation; nutrient; pyrodinium; gtx; alexandrium_catenella; light; sxta; gene_expression,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,300.1433940365936,83.0,28,6,7.028218757427226,0.6086956521739131,1368,38,36,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_poisoning; toxicity; paralytic_shellfish_toxins; gonyautoxin; dinoflagellates; pyrodinium; bloom; nitrogen; warming; alexandrium_tamarense; alexandrium_minutum; nutrient; hplc; alexandrium_catenella; pyrodinium_bahamense; toxin_biosynthesis; alexandrium_ostenfeldii,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,salinity,ENV_FACTOR,semantic_hypothesis,295.6311563797757,87.0,25,6,6.266397862019014,0.4098360655737705,1824,48,38,dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; nutrient; toxin_production; light; dinoflagellates; alexandrium_minutum; bloom; nitrogen; regulation; alexandrium_tamarense; nutrients; gonyautoxin; alexandrium_catenella; lc_ms; warming; toxin_biosynthesis,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,292.07856415002624,79.0,27,7,6.751146481792761,0.4576271186440678,1800,50,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; sxta; biosynthesis; paralytic_shellfish_toxins; cyanobacteria; gymnodinium; gymnodinium_catenatum; evolution; phylogenetic; hplc; pyrodinium; gonyautoxin; sxt_genes; gtx; saxitoxin_biosynthesis; bloom,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; TOXIN; SXT_GENE; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,phosphorus,ENV_FACTOR,semantic_hypothesis,289.5902389619358,86.0,25,5,6.295119480967911,0.5,1364,44,31,alexandrium; nutrient; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; toxin_production; dinoflagellates; alexandrium_minutum; regulation; alexandrium_tamarense; alexandrium_fundyense; gonyautoxin; bloom; alexandrium_catenella; saxitoxin; nitrate; toxicity; biosynthesis; nutrients; phosphate,DINO_TAXON; ENV_FACTOR; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,288.0552283983378,77.0,27,7,6.777614199168913,0.45,1836,51,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; pyrodinium; paralytic_shellfish_toxins; biosynthesis; gymnodinium; gymnodinium_catenatum; sxta; pyrodinium_bahamense; cyanobacteria; hplc; gonyautoxin; sxt_genes; gtx; saxitoxin_biosynthesis; bloom; cyanobacterial,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,phosphate,ENV_FACTOR,semantic_hypothesis,286.3070931824813,77.0,29,5,7.310409336338701,0.5686274509803921,1500,50,30,alexandrium; dinoflagellate; toxin_production; toxicity; saxitoxin; nutrient; paralytic_shellfish_toxins; biosynthesis; nutrients; gonyautoxin; gtx; toxin_biosynthesis; regulation; dinoflagellates; alexandrium_tamarense; temperature; phosphorus; alexandrium_fundyense; saxitoxin_biosynthesis; bloom,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,286.1995776916755,78.0,26,7,6.468641304854125,0.4262295081967213,1836,51,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; paralytic_shellfish_toxins; cyanobacteria; saxitoxin_biosynthesis; sxta; pyrodinium_bahamense; phylogenetic; sxtg; hplc; gonyautoxin; gtx; bloom; cyanobacterial; toxin_biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; TOXIN; TOXIN; ENV_FACTOR; CYANO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium,DINO_TAXON,gene_expression,BIOLOGICAL_PROCESS,semantic_hypothesis,285.5056208831562,80.0,26,6,6.472108687192137,0.4561403508771929,1650,50,33,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates; toxin_production; sxta; regulation; biosynthesis; cyanobacteria; cyanobacterial; evolution; alexandrium_minutum; nutrient; gymnodinium; gymnodinium_catenatum; gonyautoxin; saxitoxin_biosynthesis; anabaena,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
biosynthesis,BIOLOGICAL_PROCESS,alexandrium_ostenfeldii,DINO_TAXON,semantic_hypothesis,285.26602549045407,80.0,26,6,6.748954774212547,0.3768115942028985,1950,65,30,alexandrium; saxitoxin; dinoflagellate; paralytic_shellfish_poisoning; toxicity; dinoflagellates; paralytic_shellfish_toxins; gtx; toxin_production; gonyautoxin; bloom; temperature; hplc; light; resting_cyst; warming; cyanobacterial; salinity; harmful_algal_bloom; mouse_bioassay,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium,DINO_TAXON,phosphorus,ENV_FACTOR,semantic_hypothesis,284.7616287094268,78.0,27,6,6.8353598092588825,0.4090909090909091,1922,62,31,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; alexandrium_minutum; dinoflagellates; toxin_production; alexandrium_tamarense; nutrients; gonyautoxin; bloom; alexandrium_catenella; expression; saxitoxin; harmful_algal_bloom; regulation; toxicity; biosynthesis; alexandrium_fundyense; gtx,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,282.18842939623585,82.0,24,6,6.094214698117936,0.4,1728,48,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; sxta; biosynthesis; evolution; phylogenetic; paralytic_shellfish_toxins; cyanobacteria; gymnodinium; gymnodinium_catenatum; saxitoxin_biosynthesis; gonyautoxin; sxt_genes; bloom; anabaena; cyanobacterial; toxin_biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,cyanobacterial,CYANO_TAXON,semantic_hypothesis,281.0199975937145,78.0,26,6,6.446506733365177,0.4126984126984127,1938,38,51,dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; pyrodinium; dinoflagellates; toxin_production; bloom; pyrodinium_bahamense; regulation; toxicity; alexandrium_tamarense; hplc; gonyautoxin; alexandrium_catenella; light; toxin_biosynthesis; alexandrium_ostenfeldii; mass_spectrometry,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_fundyense,DINO_TAXON,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,280.63442790632666,75.0,26,7,6.613824122654855,0.4406779661016949,1764,49,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; biosynthesis; saxitoxin_biosynthesis; sxta; paralytic_shellfish_toxins; phylogenetic; cyanobacteria; gtx; bloom; cyanobacterial; evolution; toxin_biosynthesis; gene_duplication; alexandrium_tamarense; toxicity; neosaxitoxin,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; ENV_FACTOR; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium_catenatum,DINO_TAXON,phosphorus,ENV_FACTOR,semantic_hypothesis,277.0969491267145,74.0,27,6,6.8353598092588825,0.4426229508196721,1767,57,31,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates; alexandrium_minutum; alexandrium_tamarense; toxin_production; gonyautoxin; bloom; alexandrium_catenella; expression; saxitoxin; harmful_algal_bloom; toxicity; biosynthesis; nutrients; alexandrium_fundyense; gtx; sxta,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,276.754312827457,75.0,25,7,6.184173957588158,0.4385964912280701,1656,46,36,alexandrium; saxitoxin; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; biosynthesis; paralytic_shellfish_toxins; pyrodinium; evolution; cyanobacteria; saxitoxin_biosynthesis; sxta; pyrodinium_bahamense; gymnodinium; hplc; gonyautoxin; bloom; anabaena; cyanobacterial; toxin_biosynthesis,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; TOXIN; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium_bahamense,DINO_TAXON,toxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,275.6898246291582,67.0,29,7,7.3449123145790995,0.5,1890,45,42,paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; alexandrium; nutrient; saxitoxin; paralytic_shellfish_poisoning; toxicity; toxin_production; saxitoxin_biosynthesis; sxta; cyanobacterial; biosynthesis; temperature; sxt_genes; bloom; alexandrium_catenella; light; nitrogen; salinity,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
cyanobacteria,CYANO_TAXON,phosphate,ENV_FACTOR,semantic_hypothesis,275.6251023971623,76.0,27,5,6.767096653126632,0.4090909090909091,1890,63,30,alexandrium; dinoflagellate; toxicity; saxitoxin; alexandrium_minutum; toxin_production; paralytic_shellfish_toxins; saxitoxin_biosynthesis; nitrogen; nutrient; biosynthesis; alexandrium_fundyense; gonyautoxin; light; toxin_biosynthesis; regulation; dinoflagellates; alexandrium_tamarense; gtx; bloom,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
