Source,Target,Source_Type,Target_Type,Relation,Group,Weight,Paper_Count,Paper_IDs,Years,Relation_Hints,Edge_Key,Transfer_Match
biosynthesis,toxin production,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,6,6,24956074;28073499;28797629;35198665;35622541;36470600,2014;2016;2017;2022,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('biosynthesis', 'toxin production')",1
biosynthetic pathway,Saxitoxin,BIOSYNTHETIC_SYSTEM,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,6,6,18487408;19331657;19731715;31527551;35198665;35323466,2008;2009;2019;2022,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('biosynthetic pathway', 'saxitoxin')",1
environmental factors,saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,6,6,23892224;23955286;24333522;38244903;38393148;38401471,2013;2014;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('environmental factors', 'saxitoxin')",1
nitrate,saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,6,6,24956074;27034034;28073495;28073499;28771148;36689843,2009;2014;2016;2017;2023,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('nitrate', 'saxitoxin')",1
nitrogen,paralytic shellfish toxins,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,6,6,11800428;15892061;23894552;24956074;26239440;41334952,2001;2005;2013;2014;2015;2025,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('nitrogen', 'paralytic shellfish toxins')",1
saxitoxin,sxt gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,6,6,27907126;28797629;30296060;39003021;41334952;41591172,2016;2017;2018;2024;2025;2026,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'sxt gene')",1
saxitoxin,warming,TOXIN,ENV_FACTOR,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,6,6,24334673;30380769;33401417;38754694;39265222;41224183,2014;2018;2021;2024;2026,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'warming')",1
sxt genes,sxtA,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,6,6,25421324;28073499;38705616;39003021;40209228;40449983,2014;2016;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxt genes', 'sxta')",1
sxtA,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,6,6,24015317;27907126;28073499;31936211;38705616;40449983,2013;2016;2020;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxta', 'sxti')",1
toxin production,toxin-producing,TOXIN,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,6,6,23891539;31695119;33128150;35198665;36470600;39545400,2013;2019;2021;2022;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('toxin production', 'toxin-producing')",1
Alexandrium minutum,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,5,5,12565757;21625593;23335767;28073499;33298362,2003;2011;2013;2016;2020,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium minutum', 'saxitoxin')",1
Alexandrium pacificum,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,5,5,35031458;35323466;36689843;38270276;38705616,2022;2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium pacificum', 'saxitoxin')",1
Biosynthesis,Saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,5,5,32033403;38270276;39305001;40710502;41591172,2020;2024;2025;2026,DECREASES;EVOLUTIONARY_LINK;PRESENT_IN,"('biosynthesis', 'saxitoxin')",1
Biosynthesis,saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,5,5,32033403;38270276;39305001;40710502;41591172,2020;2024;2025;2026,DECREASES;EVOLUTIONARY_LINK;PRESENT_IN,"('biosynthesis', 'saxitoxin')",1
Phylogenetic analysis,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,5,5,18850059;24015317;38943258;40449983;41702991,2008;2013;2024;2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'saxitoxin')",1
Saxitoxin,toxin-producing,TOXIN,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,5,5,14766924;26842222;32323358;35198665;39305001,2004;2016;2020;2022;2024,ASSOCIATED_WITH;INCREASES;PRESENT_IN,"('saxitoxin', 'toxin-producing')",1
arginine,saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,5,5,15342114;18487408;26439121;27817832;33084210,2004;2008;2015;2016;2021,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('arginine', 'saxitoxin')",1
biosynthesis,Phylogenetic analysis,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,5,5,18850059;30104548;38943258;40449983;41702991,2008;2018;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'phylogenetic analysis')",1
biosynthesis,conserved,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,5,5,21076133;26568470;35031458;40449983;41702991,2011;2016;2022;2025;2026,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'conserved')",1
biosynthesis,saxitoxin biosynthesis genes,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,5,5,29705145;34283333;35198665;38705616;40449983,2018;2021;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'saxitoxin biosynthesis genes')",1
biosynthesis,sxtU,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,5,5,25346253;28073495;38705616;40449983;41702991,2014;2016;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'sxtu')",1
metabolic pathways,saxitoxin,BIOSYNTHETIC_SYSTEM,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,5,5,11800428;18850059;19331657;34974311;35323466,2001;2008;2009;2022,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('metabolic pathways', 'saxitoxin')",1
nitrogen,temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,5,5,23892224;24333522;31358272;34848287;40209228,2013;2014;2019;2022;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,"('nitrogen', 'temperature')",1
phylogenetic analysis,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,5,5,10966445;21493030;27007634;30502809;33916821,2000;2011;2013;2018;2021,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'saxitoxin')",1
saxitoxin,Temperature,TOXIN,ENV_FACTOR,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,5,5,26888523;29027918;30380769;33401417;38754694,2016;2017;2018;2021;2024,ASSOCIATED_WITH;DECREASES;INCREASES,"('saxitoxin', 'temperature')",1
saxitoxin,saxitoxin biosynthesis genes,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,5,5,29705145;34283333;35198665;38705616;40449983,2018;2021;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'saxitoxin biosynthesis genes')",1
saxitoxin,sxtB,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,5,5,22628533;24015317;31936211;38705616;40449983,2013;2020;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'sxtb')",1
saxitoxin,sxtU,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,5,5,25346253;28073495;38705616;40449983;41702991,2014;2016;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'sxtu')",1
saxitoxin,toxin producing,TOXIN,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,5,5,10414862;16650472;24275084;27907126;29705145,1999;2006;2014;2016;2018,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'toxin producing')",1
saxitoxin biosynthesis,saxitoxin biosynthesis genes,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,5,5,29705145;34283333;35198665;38705616;40449983,2018;2021;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin biosynthesis', 'saxitoxin biosynthesis genes')",1
sxt genes,sxtG,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,5,5,28073499;36326655;36689843;38705616;40449983,2016;2022;2023;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxt genes', 'sxtg')",1
sxtA,sxtA4,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,5,5,28073499;31936211;35031458;38705616;40449983,2016;2020;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxta', 'sxta4')",1
sxtA,sxtB,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,5,5,22628533;24015317;31936211;38705616;40449983,2013;2020;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxta', 'sxtb')",1
sxtA,toxin-producing,GENE,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,5,5,20048055;22081581;24334673;25421324;31012060,2010;2012;2014;2019,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('sxta', 'toxin-producing')",1
sxtA4,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,5,5,28073499;31936211;38705616;40449983;41702991,2016;2020;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxta4', 'sxti')",1
Alexandrium catenella,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,35031458;36689843;38270276;38705616,2022;2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium catenella', 'saxitoxin')",1
Alexandrium minutum,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,4,4,21625593;23335767;28073499;33298362,2011;2013;2016;2020,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium minutum', 'sxta')",1
Alexandrium pacificum,biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,4,4,35031458;36689843;38270276;38705616,2022;2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium pacificum', 'biosynthesis')",1
Biosynthesis,paralytic shellfish toxins,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,4,4,20479965;28678186;38270276;40710502,2010;2017;2024;2025,DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('biosynthesis', 'paralytic shellfish toxins')",1
Gymnodinium catenatum,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,19041661;23335767;38270276;40449983,2009;2013;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('gymnodinium catenatum', 'saxitoxin')",1
PKS,sxtA,BIOSYNTHETIC_SYSTEM,GENE,BIOSYNTHETIC_SYSTEM_GENE_RELATION,cyano_train,4,4,20935128;31936211;33084210;35031458,2010;2020;2021;2022,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('pks', 'sxta')",1
STX biosynthesis,sxt genes,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,4,4,28073499;36689843;38705616;40209228,2016;2023;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('stx biosynthesis', 'sxt genes')",1
STX biosynthesis,sxtA4,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,4,4,28073499;36689843;38705616;41702991,2016;2023;2024;2026,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('stx biosynthesis', 'sxta4')",1
STX-producing,sxtA,TOXIN_PHENOTYPE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,20935128;22628533;33526182;38393148,2010;2013;2021;2024,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('stx-producing', 'sxta')",1
Saxitoxin,STX-producing,TOXIN,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,4,4,14660387;22628533;33526182;38393148,2003;2013;2021;2024,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'stx-producing')",1
Saxitoxin,saxitoxin biosynthesis,TOXIN,BIOLOGICAL_MECHANISM,TOXIN_MECHANISM_RELATION,cyano_train,4,4,23335767;29027918;32033403;35198665,2013;2017;2020;2022,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin', 'saxitoxin biosynthesis')",1
Saxitoxin,secondary metabolites,TOXIN,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,4,4,22628533;23648386;37624198;39265222,2013;2023;2024,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'secondary metabolites')",1
Saxitoxin,temperature,TOXIN,ENV_FACTOR,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,29027918;36399599;38393148;40209228,2017;2022;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('saxitoxin', 'temperature')",1
acetate,saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,4,4,18487408;33084210;6814018;9407557,1982;1997;2008;2021,DECREASES;EVOLUTIONARY_LINK,"('acetate', 'saxitoxin')",1
ammonium,saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,14969289;24956074;28073499;40209228,2004;2014;2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('ammonium', 'saxitoxin')",1
biosynthesis,PST biosynthesis,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,4,4,19331657;26316331;26417864;30983320,2009;2015;2016;2019,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('biosynthesis', 'pst biosynthesis')",1
biosynthesis,clade,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,4,4,32307073;37164563;38943258;41702991,2020;2023;2024;2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('biosynthesis', 'clade')",1
biosynthesis,divergence,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,4,4,21076133;32307073;35031458;40449983,2011;2020;2022;2025,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'divergence')",1
biosynthesis,neosaxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,4,4,24334673;29705145;30296060;40209228,2014;2018;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('biosynthesis', 'neosaxitoxin')",1
biosynthesis,nitrate,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,4,4,24956074;28073495;28073499;36689843,2014;2016;2023,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('biosynthesis', 'nitrate')",1
biosynthesis,phosphorus,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,4,4,26239440;26568470;28073499;40209228,2015;2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('biosynthesis', 'phosphorus')",1
biosynthesis,sxtS,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,4,4,23850895;38705616;40449983;41702991,2013;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'sxts')",1
biosynthesis,temperature,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,4,4,23892224;29027918;36689843;40209228,2013;2017;2023;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('biosynthesis', 'temperature')",1
divergence,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,21076133;33298362;35031458;40449983,2011;2020;2022;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('divergence', 'saxitoxin')",1
gene transfer,Saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,18487408;19331657;23335767;40209228,2008;2009;2013;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('gene transfer', 'saxitoxin')",1
gene transfer,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,4,4,18850059;23335767;23966031;38705616,2008;2013;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('gene transfer', 'saxitoxin biosynthesis')",1
homologs,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,21625593;22628533;23966031;40449983,2011;2013;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('homologs', 'saxitoxin')",1
homologs,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,4,4,21625593;22628533;25421324;40449983,2011;2013;2014;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('homologs', 'sxta')",1
homology,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,4,4,18487408;33298362;35198665;38705616,2008;2020;2022;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('homology', 'saxitoxin')",1
horizontal gene transfer,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,4,4,18850059;23335767;23966031;38705616,2008;2013;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('horizontal gene transfer', 'saxitoxin biosynthesis')",1
nitrate,nitrogen,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,4,4,24956074;28073495;28073499;32090402,2014;2016;2020,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,"('nitrate', 'nitrogen')",1
nitrogen,sxtA,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073499;29791446;30079124;40209228,2016;2017;2018;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('nitrogen', 'sxta')",1
paralytic shellfish toxins,PST biosynthesis,TOXIN,BIOLOGICAL_MECHANISM,TOXIN_MECHANISM_RELATION,cyano_train,4,4,19331657;26316331;26417864;30983320,2009;2015;2016;2019,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('paralytic shellfish toxins', 'pst biosynthesis')",1
paralytic shellfish toxins,sxt gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,28797629;30296060;39003021;41334952,2017;2018;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('paralytic shellfish toxins', 'sxt gene')",1
paralytic shellfish toxins,sxt genes,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,25421324;28797629;36326655;39003021,2014;2017;2022;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('paralytic shellfish toxins', 'sxt genes')",1
phosphorus,temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,4,4,24333522;31358272;34848287;40209228,2014;2019;2022;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN;REGULATES,"('phosphorus', 'temperature')",1
saxitoxin,secondary metabolite,TOXIN,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,4,4,14718552;21076133;22304436;32290496,2004;2011;2012;2020,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,"('saxitoxin', 'secondary metabolite')",1
saxitoxin,sxtS,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,36068755;38705616;40449983;41702991,2022;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'sxts')",1
saxitoxin,upregulated,TOXIN,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,4,4,21710505;30792397;31408752;41334952,2013;2019;2025,ASSOCIATED_WITH;DECREASES;INCREASES,"('saxitoxin', 'upregulated')",1
saxitoxin biosynthesis,sxtG,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,4,4,23335767;29705145;38705616;40449983,2013;2018;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxtg')",1
sxt genes,sxtA4,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073499;36689843;38705616;40449983,2016;2023;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('sxt genes', 'sxta4')",1
sxt genes,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073499;36326655;38705616;40449983,2016;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxt genes', 'sxti')",1
sxt genes,toxin production,GENE,TOXIN,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,4,4,28073499;28797629;34200983;36326655,2016;2017;2021;2022,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxt genes', 'toxin production')",1
sxtA4,sxtG,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073499;36689843;38705616;40449983,2016;2023;2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('sxta4', 'sxtg')",1
sxtB,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,24015317;31936211;38705616;40449983,2013;2020;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxtb', 'sxti')",1
sxtG,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073499;36326655;38705616;40449983,2016;2022;2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxtg', 'sxti')",1
sxtI,sxtU,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,4,4,28073495;38705616;40449983;41702991,2016;2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxti', 'sxtu')",1
Alexandrium catenella,STX biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,3,3,36689843;38270276;38705616,2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium catenella', 'stx biosynthesis')",1
Alexandrium catenella,sxt genes,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,3,3,25421324;36689843;38705616,2014;2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium catenella', 'sxt genes')",1
Alexandrium catenella,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,3,3,25421324;35031458;38705616,2014;2022;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('alexandrium catenella', 'sxta')",1
Alexandrium catenella,sxtA4,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,3,3,35031458;36689843;38705616,2022;2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('alexandrium catenella', 'sxta4')",1
