Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,15,15,20935128;23335767;23966031;26347118;27817832;28073499;31527551;32033403;35198665;36689843;38705616;38943258;40449983;41591172;41702991,2010.0;2013.0;2016.0;2019.0;2020.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('dinoflagellates', 'saxitoxin biosynthesis')"
cyanobacteria,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,15,14,21076133;21964631;23423950;23648386;25285689;30104548;30961962;32058687;33765498;34023075;36965430;37164563;37394567;39265222,2011.0;2013.0;2014.0;2018.0;2019.0;2020.0;2021.0;2023.0;2024.0,"('cyanobacteria', 'secondary metabolites')"
cyanobacteria,secondary metabolites,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,14,14,12597562;20559491;22628533;24275084;26316331;28737704;31358272;32290496;35287926;37624198;38448773;39195743;40108890;41604202,2002.0;2010.0;2013.0;2014.0;2016.0;2017.0;2019.0;2020.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'secondary metabolites')"
alexandrium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,13,13,20714432;25421324;26239440;26417864;26842222;27817832;28678186;33875176;33875178;33875185;35323466;36326655;38270276,2010.0;2014.0;2015.0;2016.0;2017.0;2021.0;2022.0;2024.0,"('alexandrium', 'paralytic shellfish toxins')"
biosynthesis,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,13,13,21076133;23892224;24460188;24956074;26239440;26568470;28073493;28073495;28073499;29027918;36689843;37164563;40209228,2011.0;2013.0;2014.0;2015.0;2016.0;2017.0;2023.0;2025.0,"('biosynthesis', 'nitrogen')"
cyanobacteria,light,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,13,13,14660387;15294806;23064102;23892224;24333522;25421324;28208628;28235579;29957289;34200983;34520086;35997789;38786590,2003.0;2004.0;2012.0;2013.0;2014.0;2017.0;2018.0;2021.0;2022.0;2024.0,"('cyanobacteria', 'light')"
cyanobacteria,neostx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,13,13,10858510;14660387;16646002;19632259;21710505;23955286;25046082;25456236;27130970;28604648;30552354;35131565;37888642,2000.0;2003.0;2006.0;2010.0;2013.0;2014.0;2016.0;2017.0;2018.0;2022.0;2023.0,"('cyanobacteria', 'neostx')"
dinoflagellates,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,13,13,12238500;19331657;19632259;22960450;23423950;23724809;25046082;28374313;30983320;32456077;33189391;39545400;40137908,2002.0;2009.0;2010.0;2012.0;2013.0;2014.0;2017.0;2019.0;2020.0;2021.0;2025.0,"('dinoflagellates', 'paralytic shellfish toxins')"
neostx,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,13,13,10858510;14660387;19632259;21710505;23955286;25046082;25055083;25456236;27130970;28604648;30552354;35131565;37888642,2000.0;2003.0;2010.0;2013.0;2014.0;2016.0;2017.0;2018.0;2022.0;2023.0,"('neostx', 'saxitoxin')"
saxitoxin,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,13,13,21076133;21964631;23423950;23648386;24275084;31358272;32290496;34023075;35287926;36965430;38448773;40108890;41604202,2011.0;2013.0;2014.0;2019.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('saxitoxin', 'secondary metabolites')"
climate change,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,12,12,29970250;30380769;33980428;35622541;38754694;38943258;39195450;39265222;39330836;40935520;41532809;41915567,2018.0;2021.0;2022.0;2024.0;2025.0;2026.0,"('climate change', 'saxitoxin')"
cyanobacteria,oxidative stress,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,12,12,21073887;25456236;25544652;26568470;27424100;27796937;28409869;31466003;32247151;33631698;34974311;39606777,2011.0;2014.0;2015.0;2016.0;2017.0;2020.0;2021.0;2022.0;2024.0,"('cyanobacteria', 'oxidative stress')"
cyanobacteria,phylogenetic analysis,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,12,12,17517427;18850059;21493030;24015317;27007634;30104548;30502809;32307073;33916821;38943258;40449983;41702991,2007.0;2008.0;2011.0;2013.0;2018.0;2020.0;2021.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'phylogenetic analysis')"
cyanobacteria,toxin profile,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,12,12,10414862;10858510;22960450;24031789;27817832;30471380;33189391;33980428;36326655;39547124;7660371;8599183,1995.0;1999.0;2000.0;2011.0;2012.0;2016.0;2019.0;2021.0;2022.0;2024.0,"('cyanobacteria', 'toxin profile')"
paralytic shellfish toxins,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,12,12,10414862;10858510;21347365;22960450;24031789;27817832;28797629;30296060;30471380;33189391;36326655;39003021,1999.0;2000.0;2011.0;2012.0;2016.0;2017.0;2018.0;2019.0;2021.0;2022.0;2024.0,"('paralytic shellfish toxins', 'toxin profile')"
phosphorus,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,12,12,15892061;23702304;26568470;28073499;29791446;31358272;31713695;34697712;38244903;40209228;41334952;41867601,2005.0;2013.0;2016.0;2018.0;2019.0;2022.0;2024.0;2025.0;2026.0,"('phosphorus', 'saxitoxin')"
saxitoxin,stx-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,12,12,14660387;14718552;15294806;19627483;20935128;22628533;25055083;32593754;33526182;33980444;34200983;38393148,2003.0;2004.0;2009.0;2010.0;2013.0;2014.0;2020.0;2021.0;2024.0,"('saxitoxin', 'stx-producing')"
cyanobacteria,dcstx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,11,11,10858510;14733387;16646002;22960450;28604648;29705145;30502809;34564635;34940694;38786590;40710496,2000.0;2003.0;2006.0;2012.0;2017.0;2018.0;2021.0;2024.0;2025.0,"('cyanobacteria', 'dcstx')"
cyanobacteria,gene expression,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,11,11,18461783;23648386;24043774;27796937;29957289;33298362;38710226;39571800;40209228;40449983;41334952,2008.0;2013.0;2017.0;2018.0;2020.0;2024.0;2025.0,"('cyanobacteria', 'gene expression')"
cyanobacteria,stx-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,11,11,14660387;14718552;15294806;19627483;20935128;22628533;32593754;33526182;33980444;34200983;38393148,2003.0;2004.0;2009.0;2010.0;2013.0;2020.0;2021.0;2024.0,"('cyanobacteria', 'stx-producing')"
environmental conditions,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,11,11,21076133;24956074;25346253;28073481;29933577;30170723;30961962;34697712;36689843;38401471;41908554,2011.0;2014.0;2016.0;2018.0;2019.0;2022.0;2023.0;2024.0;2026.0,"('environmental conditions', 'saxitoxin')"
light,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,11,11,14660387;15294806;23892224;24333522;28073481;28208628;28235579;34200983;34520086;35997789;38928005,2003.0;2004.0;2013.0;2014.0;2016.0;2017.0;2021.0;2022.0;2024.0,"('light', 'saxitoxin')"
oxidative stress,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,11,11,21073887;25456236;25544652;26568470;27424100;27796937;28409869;29128272;32247151;34974311;35364510,2011.0;2014.0;2015.0;2016.0;2017.0;2018.0;2020.0;2022.0,"('oxidative stress', 'saxitoxin')"
saxitoxin,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,11,11,10414862;10858510;21347365;24031789;27817832;28797629;30296060;33189391;33980428;39003021;6814018,1982.0;1999.0;2000.0;2011.0;2016.0;2017.0;2018.0;2021.0;2024.0,"('saxitoxin', 'toxin profile')"
saxitoxin biosynthesis,sxta,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,11,11,20935128;22081581;26347118;27569199;28073499;29027918;29390180;29705145;36689843;40209228;41702991,2010.0;2012.0;2016.0;2017.0;2018.0;2023.0;2025.0;2026.0,"('saxitoxin biosynthesis', 'sxta')"
alexandrium,biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,11,10,25421324;26239440;26417864;27817832;28073499;28678186;35031458;36689843;38270276;38705616,2014.0;2015.0;2016.0;2017.0;2022.0;2023.0;2024.0,"('alexandrium', 'biosynthesis')"
alexandrium,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,10,10,12565757;20714432;21625593;28040101;28073499;33875178;33875185;35031458;36689843;40449983,2003.0;2010.0;2011.0;2014.0;2016.0;2021.0;2022.0;2023.0;2025.0,"('alexandrium', 'paralytic shellfish poisoning')"
alexandrium,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,10,10,12565757;24718696;28040101;28073499;32593754;33298362;35031458;35323466;36689843;38705616,2003.0;2014.0;2016.0;2020.0;2022.0;2023.0;2024.0,"('alexandrium', 'saxitoxin')"
biosynthetic pathway,cyanobacteria,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,10,10,18850059;19331657;19731715;23966031;28073495;29390180;31527551;32526918;35198665;35323466,2008.0;2009.0;2013.0;2016.0;2018.0;2019.0;2020.0;2022.0,"('biosynthetic pathway', 'cyanobacteria')"
cyanobacteria,environmental factors,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,10,10,18461783;22429476;23892224;23955286;24333522;31358272;38244903;38393148;38401471;39703700,2008.0;2013.0;2014.0;2019.0;2022.0;2024.0,"('cyanobacteria', 'environmental factors')"
cyanobacteria,evolution,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,10,10,19331657;20479965;22628533;23051004;23892224;23966031;24055553;26316331;27418325;34023075,2009.0;2010.0;2013.0;2016.0;2021.0,"('cyanobacteria', 'evolution')"
neosaxitoxin,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,10,10,11137533;16879849;1908861;20048055;21376073;21710505;24334673;25544652;27424100;27907126,1991.0;2001.0;2006.0;2010.0;2011.0;2013.0;2014.0;2015.0;2016.0,"('neosaxitoxin', 'paralytic shellfish poisoning')"
neosaxitoxin,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,10,10,10414862;19632259;21376073;24031789;24334673;25046082;29705145;30296060;31408752;37888642,1999.0;2010.0;2011.0;2014.0;2018.0;2019.0;2023.0,"('neosaxitoxin', 'paralytic shellfish toxins')"
paralytic shellfish toxins,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,10,10,10858510;12957964;22960450;24956074;28737704;28797629;30650549;36326655;39545400;41334952,2000.0;2003.0;2012.0;2014.0;2017.0;2019.0;2022.0;2025.0,"('paralytic shellfish toxins', 'toxin production')"
phylogenetic analysis,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,10,10,10966445;18850059;21493030;24015317;27007634;30502809;33916821;38943258;40449983;41702991,2000.0;2008.0;2011.0;2013.0;2018.0;2021.0;2024.0;2025.0;2026.0,"('phylogenetic analysis', 'saxitoxin')"
conserved,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,10,8,21076133;22983012;23457475;26568470;27907126;35031458;40449983;41702991,2011.0;2012.0;2013.0;2016.0;2022.0;2025.0;2026.0,"('conserved', 'cyanobacteria')"
alexandrium catenella,cyanobacteria,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,9,9,25421324;26417864;28678186;33875178;33875185;35031458;36689843;38270276;38705616,2014.0;2015.0;2017.0;2021.0;2022.0;2023.0;2024.0,"('alexandrium catenella', 'cyanobacteria')"
biosynthesis,paralytic shellfish poisoning,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,9,9,18487408;19484122;24334673;28073499;35031458;35198665;36689843;40710502;41591172,2008.0;2009.0;2014.0;2016.0;2022.0;2023.0;2025.0;2026.0,"('biosynthesis', 'paralytic shellfish poisoning')"
biosynthesis,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,9,9,22081581;24334673;25421324;26417864;27817832;28678186;35198665;36470600;39305001,2012.0;2014.0;2015.0;2016.0;2017.0;2022.0;2024.0,"('biosynthesis', 'toxin-producing')"
clade,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,9,9,21479808;23457475;30502809;32290496;32307073;37164563;38943258;39003021;41702991,2011.0;2013.0;2018.0;2020.0;2023.0;2024.0;2026.0,"('clade', 'cyanobacteria')"
cyanobacteria,gene transfer,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,9,9,18487408;18850059;19331657;21076133;23335767;23966031;38705616;39545400;40209228,2008.0;2009.0;2011.0;2013.0;2024.0;2025.0,"('cyanobacteria', 'gene transfer')"
cyanobacteria,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,9,9,19041661;20714432;23335767;24747603;28604648;32593754;33875178;38270276;40449983,2009.0;2010.0;2013.0;2014.0;2017.0;2020.0;2021.0;2024.0;2025.0,"('cyanobacteria', 'gymnodinium')"
cyanobacteria,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,9,9,16650472;18728730;19041661;20101494;22983012;27907126;29543999;39521072;7660371,1995.0;2000.0;2006.0;2008.0;2009.0;2010.0;2012.0;2016.0;2024.0,"('cyanobacteria', 'paralytic shellfish poisoning')"
cyanobacteria,sxt genes,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,9,9,25421324;28073499;29027918;34200983;36326655;36689843;38705616;39003021;40449983,2014.0;2016.0;2017.0;2021.0;2022.0;2023.0;2024.0;2025.0,"('cyanobacteria', 'sxt genes')"
cyanobacteria,sxti,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,9,9,24015317;27907126;28073495;28073499;31936211;36326655;38705616;40449983;41702991,2013.0;2016.0;2020.0;2022.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'sxti')"
cyanobacteria,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,9,9,16646002;23648419;23955286;24031789;24956074;26239440;28678186;38786590;41655539,2006.0;2011.0;2013.0;2014.0;2015.0;2017.0;2024.0;2026.0,"('cyanobacteria', 'toxin content')"
dcstx,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,9,9,10858510;14733387;20048055;28604648;29705145;30502809;34564635;34940694;40710496,2000.0;2003.0;2010.0;2017.0;2018.0;2021.0;2025.0,"('dcstx', 'saxitoxin')"
gene expression,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,9,9,23648386;27796937;33298362;38710226;38928005;39571800;40209228;40449983;41334952,2013.0;2017.0;2020.0;2024.0;2025.0,"('gene expression', 'saxitoxin')"
gene transfer,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,9,9,18487408;18850059;19331657;21076133;23335767;23966031;38705616;39545400;40209228,2008.0;2009.0;2011.0;2013.0;2024.0;2025.0,"('gene transfer', 'saxitoxin')"
gonyautoxins,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,9,9,19632259;20048055;21376073;27130970;27907126;28604648;29705145;30296060;39547124,2010.0;2011.0;2016.0;2017.0;2018.0;2024.0,"('gonyautoxins', 'neosaxitoxin')"
gonyautoxins,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,9,9,15177951;19632259;19778550;21376073;21556170;28374313;29705145;30296060;35323466,2004.0;2010.0;2011.0;2017.0;2018.0;2022.0,"('gonyautoxins', 'paralytic shellfish toxins')"
paralytic shellfish poisoning,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,9,9,19484122;21223973;21625593;22628533;24334673;28073499;35031458;36689843;40449983,2009.0;2011.0;2013.0;2014.0;2016.0;2022.0;2023.0;2025.0,"('paralytic shellfish poisoning', 'sxta')"
evolution,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,9,8,19118969;19331657;22628533;23051004;23892224;23966031;34023075;41591172,2009.0;2013.0;2021.0;2026.0,"('evolution', 'saxitoxin')"
salinity,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,9,8,23892224;28073481;29791446;33980428;33980444;33980451;35131565;35364510,2013.0;2016.0;2018.0;2021.0;2022.0,"('salinity', 'saxitoxin')"
conserved,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,9,7,21076133;22983012;26568470;27907126;35031458;40449983;41702991,2011.0;2012.0;2016.0;2022.0;2025.0;2026.0,"('conserved', 'saxitoxin')"
alexandrium,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,8,8,20714432;21625593;23335767;26842222;27817832;28604648;38270276;40449983,2010.0;2011.0;2013.0;2016.0;2017.0;2024.0;2025.0,"('alexandrium', 'saxitoxin')"
cyanobacteria,horizontal gene transfer,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,8,8,18850059;19331657;21076133;23335767;23966031;38705616;39545400;40209228,2008.0;2009.0;2011.0;2013.0;2024.0;2025.0,"('cyanobacteria', 'horizontal gene transfer')"
cyanobacteria,sxtg,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,8,8,23335767;28073499;29705145;32058687;36326655;36689843;38705616;40449983,2013.0;2016.0;2018.0;2020.0;2022.0;2023.0;2024.0;2025.0,"('cyanobacteria', 'sxtg')"
dinoflagellates,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,8,8,19041661;20714432;23335767;24747603;28604648;32593754;38270276;40449983,2009.0;2010.0;2013.0;2014.0;2017.0;2020.0;2024.0;2025.0,"('dinoflagellates', 'gymnodinium')"
dinoflagellates,sxta,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,8,8,19484122;20935128;21223973;26347118;28073499;33084210;33298362;35031458,2009.0;2010.0;2011.0;2016.0;2020.0;2021.0;2022.0,"('dinoflagellates', 'sxta')"
dinoflagellates,sxta,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,8,8,21625593;22628533;23335767;25421324;36689843;38705616;40449983;41702991,2011.0;2013.0;2014.0;2023.0;2024.0;2025.0;2026.0,"('dinoflagellates', 'sxta')"
dinoflagellates,toxin-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,8,8,24718696;25421324;26417864;26842222;27817832;28678186;35198665;39545400,2014.0;2015.0;2016.0;2017.0;2022.0;2025.0,"('dinoflagellates', 'toxin-producing')"
gene transfer,horizontal gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,8,8,18850059;19331657;21076133;23335767;23966031;38705616;39545400;40209228,2008.0;2009.0;2011.0;2013.0;2024.0;2025.0,"('gene transfer', 'horizontal gene transfer')"
horizontal gene transfer,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,8,8,18850059;19331657;21076133;23335767;23966031;38705616;39545400;40209228,2008.0;2009.0;2011.0;2013.0;2024.0;2025.0,"('horizontal gene transfer', 'saxitoxin')"
neosaxitoxin,neostx,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,8,8,19632259;21710505;25046082;25456236;27130970;28604648;35131565;37888642,2010.0;2013.0;2014.0;2016.0;2017.0;2022.0;2023.0,"('neosaxitoxin', 'neostx')"
paralytic shellfish toxins,phosphorus,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,8,8,21533636;21985090;23894552;26239440;27542935;30203964;37087502;38142507,2011.0;2013.0;2015.0;2016.0;2018.0;2023.0;2024.0,"('paralytic shellfish toxins', 'phosphorus')"
paralytic shellfish toxins,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,8,8,12238500;24334673;26417864;26842222;27817832;28678186;36075415;39545400,2002.0;2014.0;2015.0;2016.0;2017.0;2022.0;2025.0,"('paralytic shellfish toxins', 'toxin-producing')"
sxt genes,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,8,8,25421324;28073499;29027918;36689843;38705616;39003021;40209228;40449983,2014.0;2016.0;2017.0;2023.0;2024.0;2025.0,"('sxt genes', 'sxta')"
sxta,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,8,8,22628533;23335767;28073499;29705145;35324712;36689843;38705616;40449983,2013.0;2016.0;2018.0;2022.0;2023.0;2024.0;2025.0,"('sxta', 'sxtg')"
cyanobacteria,phylogeny,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,8,7,18850059;19331657;24461713;27007634;27907126;28073477;38705616,2008.0;2009.0;2013.0;2014.0;2016.0;2024.0,"('cyanobacteria', 'phylogeny')"
cyanobacteria,salinity,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,8,7,23892224;29791446;33980428;33980444;33980451;35131565;40279773,2013.0;2018.0;2021.0;2022.0;2025.0,"('cyanobacteria', 'salinity')"
nitrogen,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,8,7,23892224;24333522;29027918;31358272;34848287;36689843;40209228,2013.0;2014.0;2017.0;2019.0;2022.0;2023.0;2025.0,"('nitrogen', 'temperature')"
biosynthesis,precursor,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,8,6,18850059;24956074;29390180;33084210;38270276;39305001,2008.0;2014.0;2018.0;2021.0;2024.0,"('biosynthesis', 'precursor')"
alexandrium,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,7,7,20714432;23335767;28604648;32593754;33875178;38270276;40449983,2010.0;2013.0;2017.0;2020.0;2021.0;2024.0;2025.0,"('alexandrium', 'gymnodinium')"
alexandrium minutum,cyanobacteria,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,7,7,12565757;21625593;23335767;28073499;33298362;33875185;36326655,2003.0;2011.0;2013.0;2016.0;2020.0;2021.0;2022.0,"('alexandrium minutum', 'cyanobacteria')"
biosynthesis,biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,7,7,20479965;28678186;32033403;38270276;39305001;40710502;41591172,2010.0;2017.0;2020.0;2024.0;2025.0;2026.0,"('biosynthesis', 'biosynthesis')"
biosynthesis,environmental conditions,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,7,7,21076133;22081581;22429476;24956074;25346253;33608790;36689843,2011.0;2012.0;2013.0;2014.0;2021.0;2023.0,"('biosynthesis', 'environmental conditions')"
biosynthesis,paralytic shellfish poisoning,TOXIN_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,TOXIN,7,7,18850059;19331657;23966031;28073495;40449983;40710502;41591172,2008.0;2009.0;2013.0;2016.0;2025.0;2026.0,"('biosynthesis', 'paralytic shellfish poisoning')"
