source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
PubMed,31341744.0,10.7717/peerj.7305,2019.0,Monitoring cyanobacterial toxins in a large reservoir: relationships with water quality parameters.,"Cyanobacteria are widely distributed in fresh, brackish, and ocean water environments, as well as in soil and on moist surfaces. Changes in the population of cyanobacteria can be an important indicator of alterations in water quality. Metabolites produced by blooms of cyanobacteria can be harmful, so cell counts are frequently monitored to assess the potential risk from cyanobacterial toxins. A frequent uncertainty in these types of assessments is the lack of strong relationships between cell count numbers and algal toxin concentrations. In an effort to use ion concentrations and other water quality parameters to determine the existence of any relationships with cyanobacterial toxin concentrations, we monitored four cyanobacterial toxins and inorganic ions in monthly water samples from a large reservoir over a 2-year period. Toxin concentrations during the study period never exceeded safety limits. In addition, toxin concentrations at levels above the limit of quantitation were infrequent during the 2-year sampling period; non-detects were common. Microcystin-LA was the least frequently detected analyte (86 of 89 samples were ND), followed by the other microcystins (microcystin-RR, microcystin-LR). Cylindrospermopsin and saxitoxin were the most frequently detected analytes. Microcystin and anatoxin concentrations were inversely correlated with Cl<sup>-</sup>, SO <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>-</mo> <mn>2</mn></mrow> </msubsup> </math> , Na<sup>+</sup>, and NH <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>+</mo></mrow> </msubsup> </math> , and directly correlated with turbidity and total P. Cylindrospermopsin and saxitoxin concentrations in water samples were inversely correlated with Mg<sup>+2</sup> and directly correlated with water temperature. Results of our study are expected to increase the understanding of potential relationships between human activities and water quality.",PeerJ,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.7717/peerj.7305,31341744.0,monitoring cyanobacterial toxins in a large reservoir relationships with water quality parameters,doi:10.7717/peerj.7305
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Alexandrium saxitoxin,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Centrodinium punctatum saxitoxin,dinoflagellate_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Aphanizomenon saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,Cylindrospermopsis saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,saxitoxin evolution cyanobacteria,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342
CrossRef,,10.7837/kosomes.2022.28.6.866,2022.0,Effects of Temperature and Salinity on the Growth and Paralytic Shellfish Toxin (PST) Production by Toxic Dinoflagellate Alexandrium pacificum,,Journal of the Korean Society of Marine Environment and Safety,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.7837/kosomes.2022.28.6.866,,effects of temperature and salinity on the growth and paralytic shellfish toxin pst production by toxic dinoflagellate alexandrium pacificum,doi:10.7837/kosomes.2022.28.6.866
CrossRef,,10.7846/jkosmee.2012.15.2.133,2012.0,Ecophysiological Studies on the Population Dynamics of Two Toxic Dinoflagellates Alexandrium tamarense and Alexandrium catenella Isolated from the Southern Coast of Korea -I. Effects of Temperature and Salinity on the Growth,,Journal of the Korean Society for Marine Environment &amp; Energy,Alexandrium sxtG,dinoflagellate_stx,,,10.7846/jkosmee.2012.15.2.133,,ecophysiological studies on the population dynamics of two toxic dinoflagellates alexandrium tamarense and alexandrium catenella isolated from the southern coast of korea i effects of temperature and salinity on the growth,doi:10.7846/jkosmee.2012.15.2.133
CrossRef,,10.7846/jkosmee.2012.15.2.133,2012.0,Ecophysiological Studies on the Population Dynamics of Two Toxic Dinoflagellates Alexandrium tamarense and Alexandrium catenella Isolated from the Southern Coast of Korea -I. Effects of Temperature and Salinity on the Growth,,Journal of the Korean Society for Marine Environment &amp; Energy,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.7846/jkosmee.2012.15.2.133,,ecophysiological studies on the population dynamics of two toxic dinoflagellates alexandrium tamarense and alexandrium catenella isolated from the southern coast of korea i effects of temperature and salinity on the growth,doi:10.7846/jkosmee.2012.15.2.133
CrossRef,,10.7846/jkosmee.2012.15.2.133,2012.0,Ecophysiological Studies on the Population Dynamics of Two Toxic Dinoflagellates Alexandrium tamarense and Alexandrium catenella Isolated from the Southern Coast of Korea -I. Effects of Temperature and Salinity on the Growth,,Journal of the Korean Society for Marine Environment &amp; Energy,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.7846/jkosmee.2012.15.2.133,,ecophysiological studies on the population dynamics of two toxic dinoflagellates alexandrium tamarense and alexandrium catenella isolated from the southern coast of korea i effects of temperature and salinity on the growth,doi:10.7846/jkosmee.2012.15.2.133
CrossRef,,10.7850/jkso.2016.21.4.158,2016.0,Species Diversity of the Dinoflagellate Genus Alexandrium in the Coastal Waters of Korea during Summer 2013,,The Sea,Alexandrium sxtG,dinoflagellate_stx,,,10.7850/jkso.2016.21.4.158,,species diversity of the dinoflagellate genus alexandrium in the coastal waters of korea during summer 2013,doi:10.7850/jkso.2016.21.4.158
PubMed,10029901.0,,1998.0,Microalgal blooms: a global issue with negative impact in Chile.,"Ecological and health problems posed by microalgal blooms (red tides) occurring in the Southern part of Chile are reviewed. Out of the six human illnesses provoked by microalgal toxins, paralytic shellfish poisoning is the most important, because of its high mortality rate and the high levels of phycotoxins found in contaminated molluscs. Saxitoxin and its analogues bind to a receptor in the voltage-gated sodium channel of neural membranes. The most important toxin-producer microalgae are Alexandrium catenella and Dinophysis acuta. Phycotoxins become concentrated by filter-feeding shellfish, like Mytilus chilensis. Highly sensitive methods available for detection of microalgal toxins are analyzed.",Biological research,Alexandrium saxitoxin,dinoflagellate_stx,,,,10029901.0,microalgal blooms a global issue with negative impact in chile,pmid:10029901.0
PubMed,10414862.0,,1999.0,"The first evidence of paralytic shellfish toxins in the fresh water cyanobacterium Cylindrospermopsis raciborskii, isolated from Brazil.","The blooms of toxic cyanobacteria (blue-green algae) are causing problems in many countries. During a screening of toxic freshwater cyanobacteria in Brazil, three strains isolated from the State of Sao Paulo were found toxic by the mouse bioassay. They all were identified as Cylindrospermopsis raciborskii by a close morphological examination. Extracts of cultured cells caused acute death to mice when injected intraperitoneally after developing neurotoxic symptoms which resembled to those caused by paralytic shellfish toxins. The analysis of the sample by HPLC-FLD postcolumn derivatization method for paralytic shellfish toxins resulted in the detection of several saxitoxin analogs. To avoid being misled by false peaks, the sample was reanalyzed after purification and also under the different postcolumn derivatizing conditions. Finally, the newly developed LC-MS method for paralytic shellfish toxins was applied to unambiguously identify the toxins. One isolate produced neosaxitoxin predominantly with saxitoxin as a minor component. The other two showed identical toxin profiles containing saxitoxin and gonyautoxins 2/3 isomers in the ratio of 1:9. This is the first evidence of paralytic shellfish toxins in this species and also the occurrence of the toxin producing cyanobacterium in South American countries.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,,10414862.0,the first evidence of paralytic shellfish toxins in the fresh water cyanobacterium cylindrospermopsis raciborskii isolated from brazil,pmid:10414862.0
